ESTU_TIPODOCUMENTO;CORRECTO;ESTU_GENERO;PERIODO;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_MCPIO_UBICACION;COLE_DEPTO_UBICACION;PUNT_GLOBAL;edad
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Educacion Profesional incompleta;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO PHILADELPHIA INTERNACIONAL;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO PHILADELPHIA INTERNACIONAL - SEDE PRINCIPAL;S;URBANO;COMPLETA;CALI;VALLE;340;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;No;Si;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO PHILADELPHIA INTERNACIONAL;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO PHILADELPHIA INTERNACIONAL - SEDE PRINCIPAL;S;URBANO;COMPLETA;CALI;VALLE;343;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 5;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Peor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO BILINGUE DIANA OESE;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO BILINGUE DIANA OESE;S;RURAL;COMPLETA;CALI;VALLE;360;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Educacion Profesional completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;COLEGIO PARROQUIAL SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO PARROQUIAL SAN PEDRO CLAVER;S;URBANO;MANANA;CALI;VALLE;358;15
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;No;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;Pensionado;No aplica;Mejor;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO PARROQUIAL SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO PARROQUIAL SAN PEDRO CLAVER;S;URBANO;MANANA;CALI;VALLE;317;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 2;1 a 2;Dos;Si;Si;Si;No;Si;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;1 o 2 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO PARROQUIAL SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO PARROQUIAL SAN PEDRO CLAVER;S;URBANO;MANANA;CALI;VALLE;252;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Secundaria (Bachillerato) completa;Estrato 3;1 a 2;Tres;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO MILITAR ALMIRANTE COLON DE CALI;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MILITAR ALMIRANTE COLON DE CALI;S;URBANO;MANANA;CALI;VALLE;164;15
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;5 a 6;Tres;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;30 minutos o menos;0;No;COLEGIO MILITAR ALMIRANTE COLON DE CALI;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MILITAR ALMIRANTE COLON DE CALI;S;URBANO;MANANA;CALI;VALLE;230;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;No;No;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;No aplica;Igual;No leo por entretenimiento;30 minutos o menos;0;No;COLEGIO MILITAR ALMIRANTE COLON DE CALI;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MILITAR ALMIRANTE COLON DE CALI;S;URBANO;MANANA;CALI;VALLE;258;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Tecnica o Tecnologica incompleta;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO NUESTRA SEÃ‘ORA DE LA CONSOLACION;FEMENINO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO NUESTRA SEÃ‘ORA DE LA CONSOLACION;S;URBANO;COMPLETA;CALI;VALLE;280;17
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 3;1 a 2;Dos;Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;LICEO  JUAN  XXIII;MIXTO;NO OFICIAL;B;N;ACADEMICO;LICEO  JUAN  XXIII;S;URBANO;COMPLETA;CALI;VALLE;271;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;No Aplica;Estrato 3;3 a 4;Tres;Si;Si;Si;No;No;No;Si;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;No aplica;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;310;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;275;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;1 a 2;Dos;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;No aplica;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;288;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;No aplica;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;282;18
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Tres;Si;Si;Si;No;Si;No;Si;Si;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;270;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologica incompleta;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;282;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;No sabe;Estrato 3;5 a 6;Cuatro;Si;Si;Si;Si;Si;Si;No;Si;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;296;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 4;3 a 4;Dos;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;No aplica;Igual;30 minutos o menos;Entre 1 y 3 horas;Entre 11 y 20 horas;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;199;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;No;No;Si;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;319;15
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Educacion Profesional completa;Estrato 3;5 a 6;Cinco;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;324;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 2;3 a 4;Dos;Si;Si;Si;No;Si;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;301;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Nunca o rara vez comemos eso;Todos o casi todos los dias;3 a 5 veces por semana;Pensionado;Pensionado;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;314;16
CC;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Tecnica o Tecnologica incompleta;Estrato 3;5 a 6;Cuatro;Si;Si;Si;Si;Si;Si;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;220;18
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Tres;Si;Si;Si;No;Si;No;No;Si;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;3 a 5 veces por semana;No sabe;No sabe;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;196;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Pensionado;No aplica;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COLEGIO INGLES DE LOS ANDES;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO INGLES DE LOS ANDES;S;URBANO;COMPLETA;CALI;VALLE;352;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Secundaria (Bachillerato) completa;Estrato 4;1 a 2;Dos;Si;Si;Si;Si;Si;Si;Si;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO SAN JOSE - SEDE CHAMPAGNAT;FEMENINO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO SAN JOSE - BARRIO CHAMPAGNAT;S;URBANO;COMPLETA;CALI;VALLE;255;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 4;3 a 4;Tres;No;Si;Si;Si;Si;No;No;No;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;Entre 1 y 2 horas;Entre 30 y 60 minutos;0;No;COLEGIO SAN FRANCISCO DE ASIS;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO SAN FRANCISCO DE ASIS;S;URBANO;COMPLETA;CALI;VALLE;295;15
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 4;3 a 4;Tres;Si;No;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Pensionado;Pensionado;Mejor;Entre 1 y 2 horas;Mas de 3 horas;0;No;COLEGIO ANDINO;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO ANDINO;S;URBANO;COMPLETA;CALI;VALLE;280;18
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Educacion Profesional completa;Estrato 3;1 a 2;Uno;Si;No;Si;Si;No;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;COLEGIO ANDINO;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO ANDINO;S;URBANO;COMPLETA;CALI;VALLE;222;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;No;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;Entre 1 y 3 horas;Menos de 10 horas;No;COLEGIO ANDINO;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO ANDINO;S;URBANO;COMPLETA;CALI;VALLE;230;17
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Tecnica o Tecnologica incompleta;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO ANDINO;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO ANDINO;S;URBANO;COMPLETA;CALI;VALLE;332;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Primaria completa;Secundaria (Bachillerato) completa;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Mas de 2 horas;Mas de 3 horas;0;No;COLEGIO FRANCISCANO  PÃO XII;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO FRANCISCANO  PÃO XII;S;URBANO;COMPLETA;CALI;VALLE;314;15
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;No sabe;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;No aplica;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO NUESTRA SEÃ‘ORA DE LA CONSOLACION;FEMENINO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO NUESTRA SEÃ‘ORA DE LA CONSOLACION;S;URBANO;COMPLETA;CALI;VALLE;223;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;No aplica;Igual;30 minutos o menos;30 minutos o menos;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;199;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 1;3 a 4;Dos;Si;Si;Si;No;Si;No;No;Si;26 A 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;281;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;3 a 4;Cuatro;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;Pensionado;No aplica;Mejor;Mas de 2 horas;Entre 1 y 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;273;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALIMA;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 5;1 a 2;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;272;16
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Educacion Profesional completa;Estrato 3;1 a 2;Tres;Si;Si;Si;No;Si;Si;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;225;17
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;303;16
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;No aplica;Educacion Profesional completa;Estrato 5;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;No sabe;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;221;18
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;310;15
TI;COLOMBIA;M;20211;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional incompleta;Estrato 2;3 a 4;Dos;Si;Si;Si;Si;No;No;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;320;16
CC;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;Si;Si;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;Nunca o rara vez comemos eso;No aplica;No aplica;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;247;18
TI;COLOMBIA;F;20211;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 3;1 a 2;Tres;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;244;16
