ESTU_TIPODOCUMENTO,ESTU_GENERO,PERIODO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_MCPIO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,PUNT_GLOBAL,edad
CE,M,20192,COLOMBIA,VALLE,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional completa,Estrato 1,7 o más,Cuatro,No,Si,No,Si,Si,No,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Nunca,No sabe,No sabe,Igual,Entre 1 y 3 horas,30 minutos o menos,21-40,Si,COLEGIO MAYOR,MIXTO,OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,MANANA,BUCARAMANGA,SANTANDER,287,16
CE,M,20181,COLOMBIA,VALLE,CALI,No aplica,Educacion Profesional completa,Estrato 1,3 a 4,Cinco,No,No,Si,No,No,No,Si,Si,0 A 10 LIBROS,1 vez por semana,3 a 5 veces por semana,Nunca,No,No sabe,Peor,Más de 3 horas,30 minutos o menos,11-20,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,RURAL,NOCHE,CALI,CUNDINAMARCA,231,24
CE,M,20171,COLOMBIA,ANTIOQUIA,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 6,3 a 4,Cuatro,Si,Si,Si,Si,No,Si,No,No,MAS DE 100 LIBROS,1 vez por semana,Nunca,1 vez por semana,Si,No aplica,Igual,Entre 1 y 3 horas,30 minutos o menos,0,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,B,N,ACADEMICO,SEDE PRINCIPAL,N,RURAL,MANANA,MEDELLIN,CUNDINAMARCA,170,17
CC,M,20171,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional completa,No aplica,Estrato 2,7 o más,Cuatro,No,No,No,No,No,Si,Si,No,11 A 50 LIBROS,3 a 5 veces por semana,1 vez por semana,Nunca,Si,Si,Peor,Más de 3 horas,Más de 3 horas,11-20,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,N,URBANO,NOCHE,BUCARAMANGA,CUNDINAMARCA,168,20
CC,F,20182,COLOMBIA,ATLANTICO,CALI,No aplica,Educacion Profesional incompleta,Estrato 5,3 a 4,Tres,Si,Si,Si,Si,Si,No,Si,Si,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Nunca,No sabe,No sabe,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,A,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,BARRANQUILLA,CUNDINAMARCA,302,26
TI,F,20192,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional completa,Educacion Profesional completa,Estrato 3,5 a 6,Cuatro,No,No,Si,No,No,No,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,Todos o casi todos los dias,No aplica,No aplica,Peor,Entre 1 y 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,TARDE,BOGOTA,SANTANDER,160,16
CC,M,20192,COLOMBIA,SANTANDER,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 4,3 a 4,Dos,No,Si,No,Si,Si,No,Si,Si,0 A 10 LIBROS,Nunca,Nunca,Todos o casi todos los dias,No,No aplica,Igual,30 minutos o menos,Entre 1 y 3 horas,11-20,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,URBANO,MANANA,BARRANQUILLA,ANTIOQUIA,179,21
TI,F,20192,COLOMBIA,ANTIOQUIA,MEDELLIN,No aplica,Educacion Profesional incompleta,Estrato 1,5 a 6,Cinco,Si,Si,Si,Si,Si,No,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,Nunca,Todos o casi todos los dias,No sabe,Si,Igual,30 minutos o menos,Entre 1 y 3 horas,1-10,No,COLEGIO MAYOR,FEMENINO,NO OFICIAL,B,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,CALI,ANTIOQUIA,220,24
CC,F,20181,COLOMBIA,ANTIOQUIA,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 6,3 a 4,Cinco,Si,No,No,Si,No,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,3 a 5 veces por semana,Si,Si,Peor,Entre 1 y 3 horas,30 minutos o menos,21-40,Si,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,B,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,CALI,CUNDINAMARCA,267,20
CC,F,20191,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 3,5 a 6,Dos,Si,Si,Si,No,No,No,Si,No,11 A 50 LIBROS,3 a 5 veces por semana,Nunca,3 a 5 veces por semana,Si,No,Igual,Entre 1 y 3 horas,Más de 3 horas,1-10,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,TARDE,BARRANQUILLA,ATLANTICO,240,21
CC,F,20181,COLOMBIA,ATLANTICO,BOGOTA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 3,5 a 6,Cuatro,Si,No,No,No,No,Si,No,No,MAS DE 100 LIBROS,1 vez por semana,Todos o casi todos los dias,1 vez por semana,No sabe,Si,Igual,Más de 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,URBANO,TARDE,BOGOTA,ANTIOQUIA,164,18
CE,M,20192,COLOMBIA,SANTANDER,CALI,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 5,7 o más,Dos,No,Si,No,No,No,No,Si,Si,11 A 50 LIBROS,Nunca,Nunca,1 vez por semana,Si,No aplica,Mejor,Más de 3 horas,30 minutos o menos,11-20,No,COLEGIO CENTRAL,MIXTO,OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,TARDE,BUCARAMANGA,ANTIOQUIA,197,23
TI,F,20191,COLOMBIA,ATLANTICO,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 5,3 a 4,Dos,Si,No,Si,Si,No,Si,No,Si,11 A 50 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,No aplica,Mejor,Más de 3 horas,30 minutos o menos,0,Si,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,URBANO,MANANA,MEDELLIN,ANTIOQUIA,312,20
CC,M,20171,COLOMBIA,VALLE,CALI,No aplica,No aplica,Estrato 1,5 a 6,Dos,Si,Si,Si,Si,Si,Si,Si,No,11 A 50 LIBROS,1 vez por semana,1 vez por semana,1 vez por semana,Si,No aplica,Peor,30 minutos o menos,Entre 1 y 3 horas,11-20,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,BARRANQUILLA,CUNDINAMARCA,196,18
CE,M,20191,COLOMBIA,ANTIOQUIA,BOGOTA,No aplica,Educacion Profesional incompleta,Estrato 6,3 a 4,Tres,Si,Si,Si,Si,Si,Si,Si,Si,51 A 100 LIBROS,1 vez por semana,Nunca,Nunca,Si,No aplica,Peor,Más de 3 horas,Más de 3 horas,0,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,TARDE,BOGOTA,VALLE,182,29
CC,F,20171,COLOMBIA,ANTIOQUIA,BUCARAMANGA,No aplica,Educacion Profesional incompleta,Estrato 3,3 a 4,Cuatro,Si,Si,Si,No,Si,No,Si,Si,0 A 10 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,No sabe,Peor,30 minutos o menos,30 minutos o menos,0,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,NOCHE,BARRANQUILLA,SANTANDER,310,22
CC,M,20181,COLOMBIA,ATLANTICO,CALI,No aplica,No aplica,Estrato 5,7 o más,Tres,No,Si,No,No,Si,Si,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,No,No,Peor,30 minutos o menos,Entre 1 y 3 horas,1-10,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,TARDE,CALI,SANTANDER,182,16
TI,M,20191,COLOMBIA,VALLE,CALI,Educacion Profesional completa,No aplica,Estrato 3,3 a 4,Tres,No,Si,No,No,Si,No,No,No,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Nunca,No sabe,Si,Igual,30 minutos o menos,30 minutos o menos,11-20,Si,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,S,URBANO,MANANA,BARRANQUILLA,ANTIOQUIA,196,27
CC,M,20192,COLOMBIA,VALLE,BOGOTA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,3 a 4,Cuatro,Si,Si,No,Si,Si,No,No,No,51 A 100 LIBROS,Nunca,Todos o casi todos los dias,Todos o casi todos los dias,No sabe,No sabe,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,RURAL,MANANA,MEDELLIN,ANTIOQUIA,176,29
TI,M,20192,COLOMBIA,ANTIOQUIA,BUCARAMANGA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 2,5 a 6,Tres,Si,No,Si,No,No,Si,No,No,51 A 100 LIBROS,1 vez por semana,1 vez por semana,Nunca,No aplica,No sabe,Peor,Entre 1 y 3 horas,Más de 3 horas,11-20,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,NOCHE,MEDELLIN,SANTANDER,180,17
TI,M,20192,COLOMBIA,ATLANTICO,BUCARAMANGA,No aplica,No aplica,Estrato 4,5 a 6,Tres,Si,Si,No,No,No,No,No,No,0 A 10 LIBROS,1 vez por semana,1 vez por semana,Todos o casi todos los dias,No sabe,No,Mejor,30 minutos o menos,Más de 3 horas,0,Si,COLEGIO MAYOR,MIXTO,OFICIAL,A,N,TECNICO,COLEGIO COMFANDI EL PRADO,S,RURAL,TARDE,BOGOTA,SANTANDER,296,20
TI,M,20171,COLOMBIA,VALLE,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional completa,Estrato 4,5 a 6,Tres,Si,No,No,Si,Si,Si,Si,Si,MAS DE 100 LIBROS,Nunca,Todos o casi todos los dias,Todos o casi todos los dias,No aplica,No,Peor,Más de 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,N,TECNICO,SEDE PRINCIPAL,N,RURAL,NOCHE,BOGOTA,SANTANDER,337,25
CE,F,20182,COLOMBIA,ANTIOQUIA,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 2,7 o más,Dos,Si,Si,Si,No,Si,Si,No,No,11 A 50 LIBROS,1 vez por semana,Nunca,Todos o casi todos los dias,No aplica,No sabe,Mejor,Más de 3 horas,Más de 3 horas,0,Si,COLEGIO CENTRAL,MIXTO,OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,URBANO,MANANA,BUCARAMANGA,ATLANTICO,166,25
TI,F,20191,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 5,7 o más,Dos,Si,Si,No,No,Si,No,Si,Si,11 A 50 LIBROS,1 vez por semana,Todos o casi todos los dias,Nunca,Si,No sabe,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,No,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,BARRANQUILLA,SANTANDER,265,25
TI,M,20182,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 4,7 o más,Cuatro,No,No,Si,No,No,Si,No,Si,11 A 50 LIBROS,1 vez por semana,3 a 5 veces por semana,3 a 5 veces por semana,No,No,Mejor,Más de 3 horas,Más de 3 horas,21-40,No,COLEGIO MAYOR,MASCULINO,OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,MEDELLIN,VALLE,276,26
CE,F,20171,COLOMBIA,ANTIOQUIA,BOGOTA,No aplica,No aplica,Estrato 5,5 a 6,Tres,No,No,Si,Si,Si,Si,Si,Si,MAS DE 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No sabe,No,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,S,RURAL,MANANA,BOGOTA,ANTIOQUIA,362,29
CC,F,20172,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional completa,Estrato 3,3 a 4,Tres,No,Si,No,Si,No,Si,Si,Si,0 A 10 LIBROS,Nunca,1 vez por semana,3 a 5 veces por semana,No,No,Mejor,Más de 3 horas,30 minutos o menos,1-10,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,N,URBANO,TARDE,BOGOTA,SANTANDER,201,29
CC,F,20192,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,3 a 4,Tres,No,No,No,No,No,No,No,Si,MAS DE 100 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,3 a 5 veces por semana,No aplica,No sabe,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,CALI,CUNDINAMARCA,395,21
CE,F,20191,COLOMBIA,VALLE,MEDELLIN,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 2,5 a 6,Dos,No,No,Si,No,Si,Si,Si,No,0 A 10 LIBROS,1 vez por semana,1 vez por semana,1 vez por semana,Si,No,Peor,Entre 1 y 3 horas,Más de 3 horas,0,Si,COLEGIO CENTRAL,MIXTO,OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,S,URBANO,TARDE,BUCARAMANGA,CUNDINAMARCA,192,19
TI,M,20181,COLOMBIA,SANTANDER,BARRANQUILLA,No aplica,No aplica,Estrato 1,5 a 6,Tres,Si,No,Si,Si,No,Si,No,Si,11 A 50 LIBROS,3 a 5 veces por semana,Nunca,3 a 5 veces por semana,No aplica,No sabe,Peor,30 minutos o menos,Más de 3 horas,21-40,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,N,RURAL,TARDE,CALI,ATLANTICO,354,24
TI,F,20181,COLOMBIA,ATLANTICO,CALI,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,7 o más,Tres,No,No,Si,No,No,Si,Si,Si,MAS DE 100 LIBROS,Nunca,3 a 5 veces por semana,Nunca,No,No aplica,Igual,30 minutos o menos,Entre 1 y 3 horas,11-20,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,CALI,ANTIOQUIA,354,24
TI,F,20181,COLOMBIA,ANTIOQUIA,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 4,3 a 4,Cuatro,Si,No,No,Si,Si,No,Si,Si,0 A 10 LIBROS,Todos o casi todos los dias,Nunca,Nunca,No,Si,Mejor,Más de 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,S,URBANO,MANANA,BUCARAMANGA,CUNDINAMARCA,161,24
CC,M,20192,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 4,3 a 4,Cuatro,No,Si,Si,No,No,Si,Si,No,51 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,Si,No aplica,Peor,30 minutos o menos,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,BARRANQUILLA,SANTANDER,377,21
TI,F,20171,COLOMBIA,SANTANDER,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 1,3 a 4,Dos,No,No,No,Si,Si,No,Si,Si,11 A 50 LIBROS,1 vez por semana,Nunca,3 a 5 veces por semana,No aplica,No,Mejor,Más de 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,N,RURAL,TARDE,BOGOTA,VALLE,226,21
TI,M,20181,COLOMBIA,CUNDINAMARCA,MEDELLIN,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 4,7 o más,Cuatro,Si,No,No,No,Si,No,No,Si,51 A 100 LIBROS,1 vez por semana,1 vez por semana,1 vez por semana,No sabe,No aplica,Mejor,Entre 1 y 3 horas,30 minutos o menos,0,Si,COLEGIO CENTRAL,MIXTO,OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,CALI,CUNDINAMARCA,375,19
CC,F,20192,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional completa,Educacion Profesional completa,Estrato 1,5 a 6,Dos,No,No,No,Si,Si,Si,Si,Si,11 A 50 LIBROS,Nunca,Nunca,Nunca,No aplica,No sabe,Igual,30 minutos o menos,Más de 3 horas,1-10,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,N,RURAL,NOCHE,MEDELLIN,CUNDINAMARCA,154,16
TI,F,20191,COLOMBIA,SANTANDER,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 3,5 a 6,Dos,No,No,No,Si,Si,No,No,Si,0 A 10 LIBROS,Nunca,1 vez por semana,3 a 5 veces por semana,No,No aplica,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,BARRANQUILLA,ANTIOQUIA,168,17
CC,M,20191,COLOMBIA,VALLE,BOGOTA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 2,3 a 4,Tres,No,No,Si,Si,Si,No,No,No,MAS DE 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,No,Mejor,30 minutos o menos,Más de 3 horas,11-20,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,N,ACADEMICO,SEDE PRINCIPAL,N,URBANO,MANANA,BARRANQUILLA,VALLE,281,29
TI,F,20181,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional completa,No aplica,Estrato 2,3 a 4,Cinco,No,No,No,Si,Si,Si,Si,No,11 A 50 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,Si,Peor,Entre 1 y 3 horas,Entre 1 y 3 horas,0,No,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,N,RURAL,TARDE,BOGOTA,SANTANDER,384,22
CC,M,20181,COLOMBIA,SANTANDER,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 3,7 o más,Cinco,No,Si,Si,Si,No,No,No,Si,11 A 50 LIBROS,Nunca,3 a 5 veces por semana,3 a 5 veces por semana,Si,Si,Mejor,Entre 1 y 3 horas,Más de 3 horas,0,Si,COLEGIO MAYOR,MIXTO,OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,MANANA,MEDELLIN,ANTIOQUIA,303,18
CC,F,20191,COLOMBIA,ATLANTICO,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 1,7 o más,Tres,Si,Si,No,No,Si,Si,Si,Si,11 A 50 LIBROS,1 vez por semana,1 vez por semana,3 a 5 veces por semana,No,No aplica,Igual,30 minutos o menos,Más de 3 horas,1-10,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,S,URBANO,TARDE,BARRANQUILLA,ANTIOQUIA,300,16
CE,F,20181,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 6,3 a 4,Cuatro,Si,Si,No,No,Si,No,Si,Si,MAS DE 100 LIBROS,1 vez por semana,1 vez por semana,Nunca,No aplica,Si,Mejor,30 minutos o menos,Entre 1 y 3 horas,21-40,Si,COLEGIO MAYOR,MIXTO,OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,BOGOTA,ANTIOQUIA,325,22
CC,F,20182,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional completa,No aplica,Estrato 2,5 a 6,Cuatro,Si,No,Si,No,Si,No,No,No,MAS DE 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,No aplica,No,Igual,Más de 3 horas,Más de 3 horas,1-10,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,CALI,ANTIOQUIA,221,17
CC,M,20191,COLOMBIA,ATLANTICO,BOGOTA,No aplica,Educacion Profesional completa,Estrato 1,7 o más,Tres,No,No,No,No,No,No,Si,No,11 A 50 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,No aplica,No sabe,Peor,30 minutos o menos,30 minutos o menos,1-10,Si,COLEGIO CENTRAL,MIXTO,NO OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,S,URBANO,TARDE,CALI,ANTIOQUIA,257,28
CE,F,20192,COLOMBIA,SANTANDER,MEDELLIN,No aplica,Educacion Profesional incompleta,Estrato 2,5 a 6,Cuatro,No,Si,No,No,No,Si,No,No,11 A 50 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Nunca,Si,No sabe,Mejor,Más de 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,TARDE,CALI,ANTIOQUIA,191,21
CE,F,20182,COLOMBIA,SANTANDER,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,5 a 6,Dos,Si,No,Si,No,Si,No,Si,No,MAS DE 100 LIBROS,1 vez por semana,Nunca,Todos o casi todos los dias,No,No sabe,Peor,Más de 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,N,URBANO,TARDE,CALI,ANTIOQUIA,196,25
TI,M,20181,COLOMBIA,ANTIOQUIA,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,7 o más,Dos,Si,No,Si,No,Si,No,No,No,11 A 50 LIBROS,Nunca,Todos o casi todos los dias,3 a 5 veces por semana,No,No,Peor,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,N,URBANO,MANANA,BUCARAMANGA,CUNDINAMARCA,329,16
CC,M,20172,COLOMBIA,ATLANTICO,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 2,5 a 6,Cinco,No,Si,No,Si,No,No,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,1 vez por semana,Nunca,No,No sabe,Igual,Entre 1 y 3 horas,Más de 3 horas,0,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,TARDE,BARRANQUILLA,VALLE,286,29
CE,F,20171,COLOMBIA,CUNDINAMARCA,MEDELLIN,Educacion Profesional completa,Educacion Profesional completa,Estrato 2,5 a 6,Cinco,Si,No,Si,Si,Si,No,Si,Si,0 A 10 LIBROS,1 vez por semana,1 vez por semana,Todos o casi todos los dias,No sabe,No aplica,Igual,30 minutos o menos,Más de 3 horas,0,No,COLEGIO MAYOR,MIXTO,OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,N,RURAL,MANANA,BARRANQUILLA,CUNDINAMARCA,196,25
CE,M,20181,COLOMBIA,SANTANDER,CALI,No aplica,Educacion Profesional incompleta,Estrato 6,3 a 4,Dos,Si,Si,No,No,Si,No,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,1 vez por semana,Si,Si,Peor,Entre 1 y 3 horas,Más de 3 horas,11-20,No,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,MEDELLIN,ATLANTICO,353,28
CE,M,20191,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional incompleta,No aplica,Estrato 2,3 a 4,Dos,Si,Si,No,No,Si,Si,Si,Si,0 A 10 LIBROS,Nunca,3 a 5 veces por semana,Nunca,No aplica,No sabe,Mejor,Más de 3 horas,30 minutos o menos,0,Si,COLEGIO MAYOR,MASCULINO,OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,MEDELLIN,ANTIOQUIA,150,28
